GSM4233218_WT_806_6M_FC.txt	GSM4233219_WT_807_6M_FC.txt	GSM4233220_WT_817_6M_FC.txt	GSM4233221_WT_819_6M_FC.txt	GSM4233222_TG_967_6M_FC.txt	GSM4233223_TG_968_6M_FC.txt	GSM4233224_TG_970_6M_FC.txt	GSM4233225_WT_178_11M_FC.txt	GSM4233226_WT_772_11M_FC.txt	GSM4233227_WT_774_11M_FC.txt	GSM4233228_TG_180_11M_FC.txt	GSM4233229_TG_183_11M_FC.txt	GSM4233230_TG_795_11M_FC.txt
13.00	7.00	30.00	15.00	14.00	17.00	8.00	2.64	5.00	14.00	6.00	3.00	7.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00
2856.00	2724.00	3010.00	2859.00	2777.00	2620.00	2542.00	2540.00	1881.00	2415.00	1996.00	2076.00	1993.00
162.00	136.00	209.00	149.00	213.00	169.00	152.00	203.00	175.00	232.00	139.00	176.00	170.00
0.00	3.00	3.00	1.00	6.00	1.00	4.00	4.00	1.00	6.00	13.00	9.00	16.00
1019.00	881.00	1002.00	965.00	697.00	916.00	976.00	1044.00	1224.00	1074.00	1111.00	911.00	981.00
1539.00	1229.00	1773.00	1307.00	1094.00	1340.00	1390.00	1505.00	1660.00	1406.00	1526.00	1260.00	1421.00
20.50	12.41	21.26	31.06	16.82	12.91	27.99	32.93	17.27	22.10	23.54	28.64	21.54
8.00	10.00	12.00	6.00	25.00	22.00	19.00	6.00	16.00	8.00	42.00	31.00	56.00
408.00	356.00	448.00	372.00	389.00	381.00	394.00	396.00	348.00	284.00	366.00	404.00	376.00
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	15.00	6.00	10.00	0.00	12.00	6.00	6.00	6.00	4.00	5.00	6.00	10.00
15.00	18.88	24.00	10.91	31.35	50.92	49.73	12.32	18.69	13.79	95.19	72.61	187.39
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
55.00	58.00	53.00	37.00	28.00	48.00	44.00	49.00	41.00	44.00	53.00	54.00	47.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
298.97	251.21	270.74	253.06	360.59	260.22	266.92	304.25	235.71	247.66	260.72	250.00	298.53
319.00	356.00	293.00	333.00	346.00	305.00	319.00	303.00	283.00	323.00	306.00	292.00	307.00
339.00	303.00	355.00	289.00	318.00	303.00	310.00	455.00	401.00	435.00	382.00	363.00	396.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.00	0.00	1.00	2.00	0.00	1.00	1.00	1.00	1.00	0.00	0.00	1.00	4.00
14.00	9.00	6.00	9.00	30.00	15.00	21.00	6.00	11.00	22.00	20.00	38.00	23.00
2.20	0.00	5.48	4.34	5.57	1.08	4.31	0.00	0.00	3.36	2.20	4.34	5.43
2157.00	2326.00	2095.00	2274.00	2183.00	1973.00	2164.00	2065.00	1758.00	2114.00	1804.00	1906.00	1746.00
1837.00	2922.00	2668.00	2274.00	2448.00	2132.00	2933.00	1414.00	1376.00	1743.00	1317.00	1043.00	703.00
79.00	95.00	56.00	115.00	85.00	46.00	108.00	105.00	94.00	81.00	98.00	67.00	113.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2256.00	2962.00	2544.00	2850.00	2678.00	2491.00	2519.00	2247.00	1894.00	2509.00	2446.00	2198.00	2285.00
3.00	1.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	2.00	1.00	0.00
55.00	41.00	49.00	17.00	33.00	20.00	41.00	60.00	16.00	14.00	15.00	50.00	5.00
3.00	7.00	1.00	2.00	7.00	3.00	0.00	2.00	1.00	0.00	0.00	4.00	3.00
8107.00	9413.00	10173.00	8574.00	9726.00	9422.00	8711.00	8362.00	8345.00	7295.00	7185.00	7502.00	6575.00
349.00	415.00	390.00	397.00	480.00	396.00	377.00	294.00	326.00	346.00	384.00	358.00	380.00
1.00	0.00	2.00	0.00	1.00	0.00	1.00	1.00	1.00	2.00	1.00	0.00	0.00
517.00	368.00	553.00	439.00	436.00	400.00	510.00	597.00	924.00	687.00	636.00	768.00	869.00
1.03	0.00	1.00	2.09	1.38	0.00	3.85	3.10	2.04	1.05	2.00	4.16	2.06
473.00	450.00	504.00	480.00	517.00	612.00	551.00	460.00	541.00	455.00	537.00	558.00	623.00
3820.00	3823.00	3803.00	3650.00	4070.00	3390.00	3629.00	3767.00	4268.00	4251.00	3638.00	3795.00	4261.00
418.00	425.00	454.00	364.00	399.00	379.00	360.00	416.00	457.00	570.00	440.00	426.00	438.00
132.00	147.00	92.00	128.00	125.00	97.00	135.00	104.00	168.00	173.00	147.00	124.00	163.00
553.00	611.00	839.00	576.00	578.00	642.00	568.00	623.00	587.00	655.00	557.00	507.00	542.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
533.00	585.00	605.00	590.00	627.00	633.00	648.00	552.00	493.00	447.00	492.00	507.00	500.00
863.88	1123.00	1099.00	1063.00	946.98	817.86	883.00	1201.00	1471.97	981.00	1092.83	1289.96	1145.00
3583.00	3679.00	4210.00	3801.00	3656.00	3861.00	3964.00	3913.00	4884.00	3165.00	3570.00	4021.00	4141.00
64.00	46.00	66.00	52.00	60.00	58.00	66.00	82.00	114.00	114.00	145.00	96.00	187.00
6051.00	7205.00	6532.00	6779.00	6370.00	6101.00	6797.00	6732.00	9247.00	6551.00	6903.00	8530.00	7903.00
6.00	3.00	3.00	2.00	0.00	1.00	0.00	7.00	1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	1.00	0.00	1.00
78.98	96.00	89.90	79.00	86.91	66.98	119.99	115.98	164.86	83.94	94.96	105.95	139.93
547.00	574.00	605.00	597.00	696.00	562.00	580.00	487.00	436.00	521.00	511.00	508.00	520.00
2.00	0.00	0.00	1.00	1.00	0.00	4.00	1.00	0.00	5.00	1.00	0.00	0.00
4032.00	5394.00	4128.00	5108.00	5317.00	4515.00	5717.00	5118.00	4699.00	3223.00	4424.00	4485.00	4656.00
1690.00	1848.00	1741.00	1811.00	1936.00	1666.00	1757.00	1794.00	1500.00	1652.00	1536.00	1611.00	1429.00
378.00	331.00	253.00	346.00	315.00	220.00	370.00	320.00	364.00	256.00	259.00	313.00	421.00
107.00	116.00	154.00	96.00	150.00	121.00	94.00	191.00	120.00	50.00	93.00	116.00	81.00
254.00	332.00	422.00	288.00	425.00	367.00	366.00	293.00	330.00	327.00	334.00	452.00	350.00
3180.00	3476.00	5513.00	3153.00	3757.00	3538.00	3176.00	4803.00	4233.00	3317.00	3479.00	4350.00	3396.00
5516.00	9996.00	5989.00	9797.00	8777.00	7231.00	8625.00	7308.00	6961.00	4788.00	7663.00	7485.00	7606.00
0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00	0.00
2.00	2.00	1.00	0.00	5.00	2.57	4.00	1.00	1.00	2.00	3.00	3.00	2.00
212.88	226.84	190.23	239.47	234.56	172.72	235.36	244.36	222.37	163.47	235.81	185.55	217.01
1.00	0.00	1.00	3.00	2.00	1.00	3.00	0.00	0.00	0.00	4.00	3.00	2.00
2812.00	3290.00	3348.00	3177.00	2964.00	2970.00	3317.00	3643.00	4448.00	2789.00	3433.00	3670.00	3574.00
1.00	0.00	0.00	0.00	2.00	2.00	0.00	1.00	3.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
673.00	644.00	635.00	678.00	711.00	654.00	739.00	800.00	1198.00	909.00	923.00	954.00	1083.00
34.00	49.00	85.00	19.00	62.00	72.00	23.00	24.00	2.00	78.00	18.00	27.00	6.00
106.00	120.00	80.00	105.00	97.00	124.00	110.00	115.00	99.00	121.00	108.00	108.00	127.00
669.00	753.00	619.00	713.00	615.00	625.00	793.00	732.00	1057.00	689.00	680.00	700.00	685.00
1.00	4.00	2.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
294.00	228.00	262.00	234.00	252.00	232.00	233.00	251.00	237.00	252.00	238.00	230.00	266.00
1055.73	563.92	512.92	532.91	457.81	436.89	715.94	527.91	729.82	821.65	550.75	465.87	583.81
854.00	961.00	917.00	923.00	791.00	843.00	867.00	858.00	877.00	841.00	677.00	832.00	700.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
497.00	452.00	430.00	424.00	436.00	402.00	455.00	621.00	655.00	545.00	484.00	558.00	641.00
127.00	147.00	99.00	136.00	101.00	114.00	130.00	116.00	119.00	114.00	111.00	89.00	137.00
128.00	113.00	89.00	95.00	131.00	70.00	141.00	119.00	176.00	92.00	261.00	199.00	221.00
7.00	3.00	0.00	2.00	5.00	9.00	10.00	13.00	14.00	7.00	8.00	8.00	7.00
2347.00	2717.00	2964.00	2661.00	2903.00	2676.00	2644.00	2329.00	2438.00	2561.00	2419.00	2635.00	2314.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
747.95	851.31	795.03	887.15	819.63	744.29	843.77	776.75	785.74	663.80	803.84	888.94	840.88
1.00	5.00	5.00	6.00	14.00	9.00	14.00	14.00	15.00	6.00	2.00	12.00	13.00
371.00	399.00	392.00	404.00	395.00	400.00	382.00	415.00	341.00	368.00	346.00	386.00	357.00
1033.00	1415.00	1376.00	1297.00	1157.00	1139.00	1454.00	2038.00	2230.00	697.00	1159.00	1260.00	1514.00
2557.00	3408.00	2423.00	3069.00	2653.00	2421.00	2620.00	2245.00	2904.00	3278.00	3007.00	2698.00	3528.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16.00	12.00	15.00	2.00	11.00	11.00	8.00	12.00	1.00	4.00	13.00	22.00	7.00
96.00	78.00	100.00	83.00	169.00	149.00	220.00	113.00	205.00	114.00	404.00	339.00	549.00
17.00	5.00	18.00	2.00	10.00	8.00	7.00	10.00	1.00	2.00	4.00	10.00	0.00
52.00	77.00	72.00	52.00	54.00	56.00	31.00	54.00	30.00	34.00	29.00	48.00	17.00
371.00	471.00	438.00	492.00	245.00	276.00	344.00	348.00	823.00	683.00	351.00	450.00	424.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
0.00	1.71	1.36	5.29	1.00	0.78	2.00	4.84	3.00	4.40	3.80	0.13	3.00
12.00	10.00	10.00	5.00	43.00	20.00	24.00	10.00	16.00	7.00	128.00	88.00	106.00
70.52	41.51	57.40	26.32	57.61	39.73	55.24	75.32	58.15	49.03	46.81	50.31	55.40
19.00	15.00	11.00	7.00	26.00	17.00	10.00	20.00	8.00	10.00	13.00	10.00	19.00
3.00	2.00	3.00	3.00	0.00	3.00	0.00	3.00	7.00	3.00	3.00	2.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	2.00	1.00	0.00	0.00	2.00	2.00	1.00	0.00	0.00	1.00
5698.00	7817.00	6073.00	7220.00	6827.00	6087.00	6858.00	6894.00	4320.00	5080.00	5601.00	4710.00	5073.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
45.00	34.00	31.00	20.00	37.00	22.00	39.00	38.00	42.00	30.00	39.00	37.00	31.00
1226.00	1496.00	1447.00	1208.00	1301.00	1316.00	1172.00	1232.00	1235.00	1516.00	1262.00	1101.00	1061.00
388.91	314.64	379.81	326.54	346.92	396.37	386.42	348.25	461.20	434.46	408.35	401.57	391.89
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
297.32	470.00	494.39	436.35	317.00	363.32	376.00	490.34	466.61	262.00	319.00	337.31	322.31
9.00	8.00	12.00	14.00	7.00	11.00	12.00	11.00	21.00	10.00	18.00	14.00	9.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	1.53	0.00	0.00	0.00	0.00	0.00	0.00	2.35
321.00	360.00	365.00	350.00	397.00	336.00	382.00	298.00	282.00	258.00	320.00	270.00	369.00
0.00	2.00	0.00	1.00	0.00	0.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
1890.00	2280.00	2648.00	2069.00	2202.70	2150.00	1756.00	2066.00	1516.45	1967.00	1609.00	1612.00	1446.00
61.66	67.71	62.73	73.67	52.00	42.24	55.22	63.70	61.61	43.90	62.89	68.38	75.09
3.00	2.00	7.00	3.00	3.00	1.00	4.00	8.00	8.00	4.00	1.00	5.00	10.00
1075.00	654.00	1128.00	734.00	714.00	772.00	587.00	706.00	1031.00	867.00	712.00	709.00	657.00
614.00	653.00	672.00	573.00	643.00	556.00	574.00	663.00	510.00	686.00	603.00	602.00	598.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
266.00	344.00	280.00	293.00	293.00	272.00	341.00	281.00	292.00	307.00	255.00	324.00	296.00
2037.00	1994.00	2087.00	1958.00	2182.00	2199.00	2608.00	2073.00	1886.00	1434.00	2239.00	2101.00	2256.00
948.11	1075.83	982.12	920.25	958.82	824.31	956.83	1178.60	1322.68	1277.40	1087.36	1334.54	1177.88
836.00	852.00	908.00	726.00	705.00	735.00	722.00	817.00	807.00	675.00	647.00	686.00	829.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
38164.00	37773.00	46883.00	39537.00	48918.00	40582.00	46493.00	43081.00	39125.00	17986.00	44741.00	35510.00	41491.00
462.00	433.00	450.00	511.00	517.00	532.00	519.00	414.00	322.00	374.00	394.00	383.00	384.00
3.00	6.00	3.00	4.00	7.00	12.00	9.00	6.00	4.00	1.00	20.00	11.00	17.00
2010.00	1775.00	1851.00	2181.00	1977.00	1842.00	2119.00	1765.00	1876.00	1501.00	1824.00	2145.00	1999.00
2461.00	2066.00	2553.00	2138.00	2605.00	2750.00	2877.00	1974.00	2188.00	2223.00	2154.00	2202.00	2638.00
631.00	615.00	672.00	618.00	646.00	562.00	650.00	596.00	455.00	502.00	509.00	532.00	537.00
329.00	379.00	279.00	310.00	279.00	267.00	311.00	332.00	307.00	314.00	349.00	332.00	369.00
0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00
448.00	472.00	520.00	498.00	541.00	491.00	518.00	487.00	419.00	430.00	467.00	444.00	466.00
0.00	2.05	1.00	1.00	0.00	2.00	0.00	3.00	3.00	0.00	2.00	2.06	0.00
15.31	24.55	16.52	27.45	28.30	23.38	22.37	32.35	36.07	32.89	35.74	32.74	47.84
1.00	0.00	2.00	1.00	0.00	2.00	1.00	0.00	1.00	0.00	2.00	1.00	5.00
0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	26.00	53.00	18.00	30.00	32.00	29.00	51.00	83.00	13.74	23.00	39.00	27.00
3.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
367.00	353.00	294.00	323.00	361.00	332.00	353.00	348.00	306.00	371.00	304.00	297.00	325.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
624.00	650.00	669.00	678.00	496.00	490.00	552.00	664.00	716.00	748.00	706.00	659.00	658.00
2468.01	2025.79	3050.71	2431.37	2445.85	2430.87	2872.58	2511.88	2599.84	2251.88	2124.83	2635.85	2495.85
56.00	63.00	39.00	91.00	49.00	52.00	89.00	54.00	61.00	42.00	69.00	40.00	109.00
1582.00	1425.00	1834.00	1573.00	1318.00	1428.00	1450.00	1558.00	1984.00	1664.00	1515.00	1719.00	1564.00
275.00	414.00	323.00	341.00	274.00	310.00	378.00	735.00	375.00	251.00	330.00	373.00	307.00
4.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1480.00	1668.00	1792.00	1501.00	1407.00	1610.00	1579.00	1765.00	2016.00	1796.00	1385.00	1774.00	1614.00
5.00	0.00	3.00	15.00	9.00	5.00	20.00	17.00	3.00	10.00	30.00	2.00	9.00
9.00	18.00	13.00	8.00	4.00	10.00	12.00	15.00	7.00	1.00	7.00	9.00	6.00
976.87	1102.86	1117.85	1027.80	1188.77	1048.68	1121.72	1050.94	772.90	804.94	829.75	807.89	875.90
282.00	236.00	229.00	209.00	212.00	200.00	225.00	329.00	353.00	280.00	250.00	225.00	283.00
20.00	19.00	37.00	20.00	16.00	27.00	23.00	40.00	27.00	31.00	25.00	16.00	23.00
22.00	23.00	15.00	27.00	15.00	15.00	6.00	17.00	23.00	31.00	19.00	24.00	16.00
3.00	10.00	4.00	4.00	2.00	7.00	5.00	3.00	1.00	2.00	2.00	7.00	4.00
1032.00	994.00	1376.00	946.00	1096.00	1114.00	951.00	1128.00	981.00	1248.00	934.00	1077.00	831.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.15	1.09	0.00	0.00
117.00	144.00	239.00	107.00	239.00	184.00	201.00	203.00	158.00	159.00	152.00	246.00	139.00
2691.00	3782.00	3079.00	3698.00	4031.00	3416.00	4667.00	4796.00	4402.00	2840.00	4452.00	4192.00	4546.00
1220.00	1021.00	1143.00	1093.00	1054.00	924.00	1056.00	1114.00	1050.00	1166.00	1165.00	1108.00	1229.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2951.81	2977.22	3497.16	2755.45	3368.04	3029.60	3129.29	3360.49	2998.08	2827.63	2877.91	2890.18	2920.19
460.00	597.00	524.00	643.00	592.00	556.00	611.00	533.00	498.00	596.00	522.00	487.00	549.00
9.00	11.00	6.00	7.00	2.00	7.00	15.00	3.00	1.00	1.00	6.00	4.00	1.00
2.00	1.00	2.00	9.00	7.00	6.00	1.00	3.00	4.00	4.00	10.00	2.00	10.00
1625.00	1835.00	1580.00	1946.00	1917.00	1739.00	2045.00	1824.00	1559.00	1689.00	1671.00	1743.00	1733.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	1.00	1.00	3.00
9.00	7.00	9.00	1.00	2.00	4.00	10.00	6.00	5.00	1.00	2.00	4.00	1.00
4747.00	3896.00	4419.00	3425.00	3291.00	3218.00	3370.00	3910.00	4531.00	5732.00	3764.00	3699.00	3725.00
273.00	154.00	226.00	193.00	145.00	144.00	223.00	193.00	228.00	315.00	148.00	130.00	182.00
182.00	208.00	154.00	179.00	179.00	166.00	232.00	218.00	225.00	140.00	196.00	171.00	218.00
28.00	27.00	21.00	20.00	23.00	19.00	33.00	17.00	48.00	21.00	33.00	30.00	53.00
232.00	363.00	298.00	324.00	272.00	235.00	386.00	230.00	245.00	123.00	172.00	146.00	130.00
2984.00	2717.00	2996.00	3061.00	3339.00	2947.00	3513.00	2654.00	2264.00	2281.00	2791.00	2818.00	3046.00
49.22	49.91	42.59	59.70	45.58	51.45	49.57	51.98	76.11	51.20	69.61	34.47	69.61
2729.00	2947.00	3015.00	2636.00	2465.00	2595.00	2619.00	3153.00	3210.00	3036.00	2374.00	2618.00	2469.00
909.00	1207.00	1190.00	1143.00	926.00	969.00	1093.00	959.00	1282.00	1061.00	959.00	1137.00	1071.00
5.36	0.00	3.53	5.12	5.00	3.00	0.00	3.56	7.32	0.00	6.44	7.25	5.10
3.00	3.00	1.00	1.00	0.00	1.00	2.00	0.00	4.00	1.00	1.00	0.00	1.00
120.00	96.00	110.00	125.00	108.00	116.00	119.00	119.00	115.00	83.00	121.00	115.00	144.00
0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
295.00	213.00	278.00	189.00	261.00	229.00	307.00	315.00	230.00	230.00	224.00	217.00	216.00
7.00	7.62	7.03	8.00	4.00	5.00	3.00	15.35	7.64	8.55	11.24	3.00	5.00
0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
1315.00	1219.00	1178.00	1123.00	1049.00	988.00	1098.00	1084.00	1294.00	1580.00	1332.00	1102.00	1296.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
10.00	11.00	12.00	12.00	15.00	7.00	10.00	6.00	6.00	39.00	13.00	14.00	10.00
0.00	0.00	0.00	1.00	0.00	1.00	2.00	1.00	0.00	0.00	0.00	2.00	1.00
890.00	1091.00	1069.00	985.00	1058.00	1085.00	1129.00	1175.00	1252.00	1190.00	1269.00	1318.00	1246.00
1862.52	1599.44	1685.00	1678.44	1866.00	1410.56	1565.26	1739.95	2235.68	1974.00	1860.00	2784.57	2436.00
2251.00	1648.00	2317.00	1631.00	1828.00	1728.00	1885.00	2044.00	3047.00	2478.99	2131.00	2434.00	2289.00
56.00	51.00	69.00	46.00	50.00	50.00	65.00	63.00	137.00	57.00	89.00	89.00	99.00
1.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	1.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
162.00	190.00	198.00	211.00	178.00	155.00	158.00	175.00	181.00	185.00	164.00	192.00	194.00
1.00	0.00	0.00	0.00	1.00	1.00	1.00	1.00	0.00	2.00	0.00	3.00	3.00
2215.04	2045.62	2108.30	2381.90	1595.38	1918.38	2450.89	2692.86	2680.31	1659.21	2272.59	2122.78	2628.07
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
918.00	909.00	1036.00	843.00	1005.00	886.00	760.00	973.00	1076.00	1316.00	1053.00	1164.00	1073.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
26.48	21.56	28.40	18.50	40.24	21.44	30.47	23.68	35.00	20.32	35.10	25.08	32.54
1797.00	1948.00	2080.00	1875.00	1857.00	1854.00	2306.00	2370.00	2411.00	1617.00	1843.00	2074.00	1906.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
208.00	156.00	150.00	192.00	146.00	169.00	192.00	193.00	183.00	171.00	196.00	162.00	222.00
0.00	2.00	1.01	0.00	2.01	2.00	1.00	1.01	0.00	0.00	0.00	1.00	1.01
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
57.00	53.00	66.00	66.00	68.85	79.98	61.94	82.93	54.00	48.00	59.00	59.68	56.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
4.05	1.00	6.00	4.00	8.08	1.00	2.00	4.02	1.00	6.00	4.00	3.00	4.00
2217.16	1967.26	2180.04	2038.27	1866.78	2001.00	2090.00	2344.42	2269.00	2296.45	2231.47	2244.96	2349.43
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
1254.00	1248.00	1283.00	1387.00	1576.00	1372.00	1316.00	1207.00	1018.00	1209.00	1253.00	1300.00	1287.00
472.16	427.19	541.11	445.35	546.34	492.15	483.93	494.76	428.00	469.90	418.10	452.72	430.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
563.00	749.00	703.00	694.00	687.00	677.00	709.00	667.00	664.00	795.00	631.00	738.00	626.00
86.00	99.00	80.00	60.00	85.00	60.00	114.00	54.00	72.00	26.00	57.00	61.00	43.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	0.00	1.00
729.00	899.00	784.00	844.00	753.00	789.00	827.00	685.00	613.00	602.00	642.00	637.00	660.00
421.00	429.00	486.00	480.00	407.00	390.00	485.00	374.00	397.00	344.00	341.00	461.00	357.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2209.00	1587.00	829.00	1862.00	1101.00	951.00	1586.00	1316.00	1581.00	2416.00	1984.00	1170.00	2044.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	2.00	1.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
1373.73	1593.01	1190.99	1587.37	1314.18	1264.70	1759.48	1745.88	1858.60	1570.74	1793.29	1572.49	1733.12
3.97	0.00	0.00	0.00	0.00	0.00	0.00	6.18	1.02	4.62	3.81	0.00	0.00
20.00	32.00	29.00	26.00	29.00	31.00	24.00	38.00	59.00	46.00	49.00	54.00	103.00
2925.99	3441.98	3291.00	3531.00	3268.00	3196.00	3304.99	2767.96	3157.98	3061.00	2914.00	3052.98	2956.00
1105.00	906.00	1200.00	951.00	923.00	866.00	937.00	1135.00	1289.00	1226.00	1007.00	1124.00	1098.00
40.00	54.00	43.00	69.00	59.00	45.00	60.00	73.00	109.00	89.00	106.00	71.00	67.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
26.44	14.00	26.71	9.54	13.66	10.40	18.68	21.03	29.77	25.67	8.61	26.56	13.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
432.00	445.00	416.00	452.00	547.00	424.00	436.00	419.00	345.00	436.00	433.00	451.00	474.00
0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
1885.78	1792.85	1709.69	1477.41	1447.00	1360.85	1530.15	2152.63	2260.24	2181.11	2111.86	1894.09	2004.02
4.00	10.00	7.00	6.00	11.00	4.00	14.00	5.00	5.00	0.00	6.00	5.00	9.00
10.00	4.00	0.00	0.00	1.00	4.00	2.00	8.00	6.00	3.00	6.00	8.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
